ACCOUNT_NO,REFNO,BILLDT_A,MonthsDiff,am
98905843,1002173591,8/31/2018,7,17
94901211,178825172,10/31/2017,17,87.445
57540147,180121641,10/31/2017,17,29.87
16710666,179451079,10/31/2017,17,11
40804100,179315390,10/31/2017,17,47
27631266,179381322,10/31/2017,17,60
47863961,175384176,7/31/2017,20,47
93731360,174987064,7/31/2017,20,37
84818384,169922719,3/31/2017,24,28.25
48083112,170235074,3/31/2017,24,3
50412425,170265582,3/31/2017,24,48.115
18314314,1004451448,12/31/2018,3,16.5
92014975,176356660,8/31/2017,19,19
91944326,176313117,8/31/2017,19,18
93621954,176282002,8/31/2017,19,55
95234184,1003236430,11/30/2018,4,9
95810559,1003099457,11/30/2018,4,9
100182513,1003255219,11/30/2018,4,18
99696757,1003527527,11/30/2018,4,18
95523960,1003434909,11/30/2018,4,169
95453350,178817014,10/31/2017,17,83.01
91048540,178951901,10/31/2017,17,19
62920005,179165289,10/31/2017,17,15
68914325,179134408,10/31/2017,17,14
93481597,175020072,7/31/2017,20,38.58
84914646,175120378,7/31/2017,20,16
67783351,175302611,7/31/2017,20,20.25
94130980,174978001,7/31/2017,20,32.4
1888109,175691643,7/31/2017,20,23.795
92574415,175004151,7/31/2017,20,47
94123652,174978824,7/31/2017,20,47.035
46494923,1003213363,11/30/2018,4,20.25
99135498,1006013339,3/31/2019,0,12
97879186,1006003364,3/31/2019,0,137.765
97920952,1002694533,10/31/2018,5,9
6236194,1002556585,10/31/2018,5,53.14
93690344,1001240111,4/30/2018,11,9
57996726,1001326396,4/30/2018,11,116.225
33452271,1001247792,4/30/2018,11,63.295
10957250,1001150379,4/30/2018,11,50
99643649,1001271153,4/30/2018,11,32.01
99609400,1001273220,4/30/2018,11,149.3
98995730,1002285707,9/30/2018,6,18
93940579,1002260879,9/30/2018,6,9
93237479,1002406274,9/30/2018,6,14
98905820,1002371722,9/30/2018,6,18
94716948,1002305868,9/30/2018,6,8
99085288,1005069417,1/31/2019,2,18
53542551,1001613420,6/30/2018,9,53.8
75818474,1001682598,6/30/2018,9,10
87937645,185371058,2/28/2018,13,20.25
93357928,1000822711,2/28/2018,13,29
59213085,1000693735,2/28/2018,13,10
97632612,1000759437,2/28/2018,13,40
83401106,1001636731,6/30/2018,9,49.76
98987320,1001607332,6/30/2018,9,57
98714582,1003652688,11/30/2018,4,15
98997208,1003402489,11/30/2018,4,17
97722819,1000939139,3/31/2018,12,64.705
82099558,1001050699,3/31/2018,12,0.000194
67148323,1001035436,3/31/2018,12,93.34
96931012,1001041531,3/31/2018,12,60
95552420,176248373,8/31/2017,19,31.58
92975306,176302730,8/31/2017,19,6
68478537,176765377,8/31/2017,19,13.02
56027266,176626781,8/31/2017,19,40
92062532,176324161,8/31/2017,19,59.16
98434342,1001409917,5/31/2018,10,61.005
55792777,1001418949,5/31/2018,10,7.11E-15
99374304,1001391556,5/31/2018,10,57
98407041,185121891,2/28/2018,13,25
98876065,1000663271,2/28/2018,13,24.965
96958807,1000853503,2/28/2018,13,50
99087364,1004349511,12/31/2018,3,18
98847156,1004459470,12/31/2018,3,21
1982928,1000487764,1/31/2018,14,40.575
98337348,1000603525,1/31/2018,14,30.565
94119351,1000443577,1/31/2018,14,9
95149533,1001917763,7/31/2018,8,10
98511427,1002616810,10/31/2018,5,18
97028125,1002510112,10/31/2018,5,14
98295512,1002522604,10/31/2018,5,31
74807481,1002516438,10/31/2018,5,18
45943655,1005300215,2/28/2019,1,18
97532344,1002418542,9/30/2018,6,9
16196326,1002476797,9/30/2018,6,21
99584190,1002406584,9/30/2018,6,28
85106483,1000244454,12/31/2017,15,4.44E-16
94868529,1000249333,12/31/2017,15,33.905
52939984,1000234095,12/31/2017,15,70.49
61304128,1000331450,12/31/2017,15,66.31
95379125,1000308752,12/31/2017,15,99.915
65735663,1004794177,1/31/2019,2,11
97598665,1000587095,1/31/2018,14,91.22
68646963,1000646594,1/31/2018,14,8
96812369,1004500214,12/31/2018,3,12
98353550,1004050580,12/31/2018,3,17
62479453,1004255704,12/31/2018,3,11
99546784,1004208186,12/31/2018,3,18
99870617,1005569330,2/28/2019,1,17
95252885,1003387773,11/30/2018,4,190
98641268,1003515405,11/30/2018,4,15
73930532,1001201600,4/30/2018,11,55.7
56769120,1001273171,4/30/2018,11,20
95985463,1001318005,4/30/2018,11,15.535
98791114,1001113382,4/30/2018,11,45.035
92212244,178887789,10/31/2017,17,15
75343599,179078126,10/31/2017,17,25
72169254,179080067,10/31/2017,17,13
90740440,178918492,10/31/2017,17,20
97106537,1000794123,2/28/2018,13,62
73529886,1002916419,10/31/2018,5,20
83446801,1002562945,10/31/2018,5,31
98330809,1002622961,10/31/2018,5,15
100056544,1005061755,1/31/2019,2,18
97815901,1001754656,6/30/2018,9,51
96262412,1001758671,6/30/2018,9,11
72411855,1001590670,6/30/2018,9,8
99442334,1001615548,6/30/2018,9,35.5
73965790,1005906975,3/31/2019,0,39.09
80472953,1001144231,4/30/2018,11,14.2
85684041,1001177054,4/30/2018,11,19
67418740,1001139860,4/30/2018,11,11
96482783,1001399374,5/31/2018,10,47
44819778,1001393382,5/31/2018,10,23
86648380,1002340536,9/30/2018,6,10
59129414,1002269211,9/30/2018,6,11
91986540,1002066813,8/31/2018,7,15
97291900,1002085525,8/31/2018,7,11
5635019,1002168935,8/31/2018,7,76.1
77016476,1002117189,8/31/2018,7,10
100432098,192139244,6/30/2018,9,39
81546634,1001614334,6/30/2018,9,18.9
99030676,1001780278,6/30/2018,9,50
54107775,1004227024,12/31/2018,3,12
74828447,168011955,2/28/2017,25,157.7
67130719,1000712184,2/28/2018,13,49
56256462,1000698111,2/28/2018,13,31.375
86985826,1005609497,2/28/2019,1,301
98989339,1006297761,3/31/2019,0,10
99033409,1003162893,11/30/2018,4,35
97722819,1003224378,11/30/2018,4,11
93380574,1003535073,11/30/2018,4,3.8
90478990,178929966,10/31/2017,17,16
92183438,178893192,10/31/2017,17,20
70153887,179126728,10/31/2017,17,87.675
94578916,178843155,10/31/2017,17,168.025
68366346,179106345,10/31/2017,17,38.8
89542770,1001694739,6/30/2018,9,7.11E-15
94006570,1001559971,6/30/2018,9,8
93583205,1001619308,6/30/2018,9,10
55605448,1000169940,11/30/2017,16,168.305
48416125,1000145164,11/30/2017,16,50
14853358,1000169994,11/30/2017,16,13
99454154,1006016154,3/31/2019,0,18
22191150,1006094322,3/31/2019,0,49
60217236,1000312921,12/31/2017,15,53
44042991,1000330257,12/31/2017,15,19
34056660,1000421733,12/31/2017,15,5
97046942,1006285786,3/31/2019,0,9
99032090,1006298245,3/31/2019,0,1.8
57491835,1001697580,6/30/2018,9,11
100061874,1006021417,3/31/2019,0,18
98945336,1006011909,3/31/2019,0,18
7219416,1000007277,11/30/2017,16,32.25
96461172,1000143273,11/30/2017,16,58.5
47167646,1000085168,11/30/2017,16,-1.78E-15
63983916,1004153343,12/31/2018,3,110.825
99417947,1004486135,12/31/2018,3,18
51877480,1002240905,8/31/2018,7,14
93714002,1000953306,3/31/2018,12,15.2
99454154,1001004847,3/31/2018,12,20.515
54157729,1001047720,3/31/2018,12,82.785
95026812,1001057831,3/31/2018,12,10
47046491,1002275645,9/30/2018,6,11
93419351,1002266925,9/30/2018,6,7
49217884,1002443437,9/30/2018,6,11
97524270,1002412524,9/30/2018,6,11
92855222,178872879,10/31/2017,17,12
96876281,1002504100,10/31/2018,5,11
97249932,1002600262,10/31/2018,5,8
92896893,176298566,8/31/2017,19,19.5
94494680,176264033,8/31/2017,19,127.04
95293280,176255276,8/31/2017,19,174.51
93415886,176283354,8/31/2017,19,37
69010213,1000743709,2/28/2018,13,91.995
98310094,1000710331,2/28/2018,13,57
96476576,1000847433,2/28/2018,13,-7.11E-15
62432140,1000656551,1/31/2018,14,9
96340757,1000632025,1/31/2018,14,54
65654377,1000459563,1/31/2018,14,26
53426186,1000601062,1/31/2018,14,60.055
97235052,1000458061,1/31/2018,14,59.59
91133774,1000623627,1/31/2018,14,22
97732023,1000496993,1/31/2018,14,51
98327409,1000570771,1/31/2018,14,25.515
72696138,1002398153,9/30/2018,6,11
97606583,1002398224,9/30/2018,6,11
97171591,1002422796,9/30/2018,6,11
76278037,1002340824,9/30/2018,6,8
95047268,1002383807,9/30/2018,6,9
88216123,1002393700,9/30/2018,6,17
96860030,1001219788,4/30/2018,11,27.4
96032261,1001313943,4/30/2018,11,19
59786280,1003607787,11/30/2018,4,20.8
89164507,1003452518,11/30/2018,4,25
4654470,1003100583,11/30/2018,4,10
92899110,1001053442,3/31/2018,12,12
95204465,1001090624,3/31/2018,12,9
41511219,1000881732,3/31/2018,12,10
68845613,1006180791,3/31/2019,0,15
93949900,1001374719,5/31/2018,10,10
99780446,1001479658,5/31/2018,10,125.835
99177018,1001387377,5/31/2018,10,54
21689301,1004446212,12/31/2018,3,257.585
5471333,1004605929,1/31/2019,2,45.7
5438913,1004615812,1/31/2019,2,13.965
93028519,1000318879,12/31/2017,15,27
98810698,1002044658,8/31/2018,7,17
95968106,1002239032,8/31/2018,7,10
97726199,1002114230,8/31/2018,7,12
98685363,1006009598,3/31/2019,0,11
99053019,1005690142,2/28/2019,1,18
99534575,1002318507,9/30/2018,6,15
99872584,1002353350,9/30/2018,6,26
99417443,1001369019,5/31/2018,10,57
94930170,1001505934,5/31/2018,10,10
93249147,190785376,5/31/2018,10,39
63280383,177935950,9/30/2017,18,14
96030781,177506165,9/30/2017,18,21.035
82288537,177866829,9/30/2017,18,49
95807871,177513890,9/30/2017,18,76.69
93382716,177549876,9/30/2017,18,43
72435288,1002179673,8/31/2018,7,10
98985887,1002093814,8/31/2018,7,18
93004783,1003469512,11/30/2018,4,84.15
96426720,1003566389,11/30/2018,4,10
59203523,1003415352,11/30/2018,4,9
93781593,1000366035,12/31/2017,15,9
71432838,1000275905,12/31/2017,15,12
95952433,1000370215,12/31/2017,15,18.5
93501626,1000230762,12/31/2017,15,10
96751794,1001518290,5/31/2018,10,12
99058224,1001371048,5/31/2018,10,57
94123652,1001448408,5/31/2018,10,8
85838597,1001527421,5/31/2018,10,54
15714822,1001407788,5/31/2018,10,48
98311906,1000910512,3/31/2018,12,25.08
68384580,1000950200,3/31/2018,12,1
97184603,1000896112,3/31/2018,12,27.355
95322528,1000894009,3/31/2018,12,19
97113232,1005044491,1/31/2019,2,11
53985709,1005865243,3/31/2019,0,18
75145285,1000239139,12/31/2017,15,49
95580580,1000421409,12/31/2017,15,31.905
29547192,1000374412,12/31/2017,15,36.55
97705780,1000441328,12/31/2017,15,31.355
92615454,1000834928,2/28/2018,13,199.29
98319656,1000769707,2/28/2018,13,83.075
95427843,1004077177,12/31/2018,3,50.5
98164340,1005548300,2/28/2019,1,15
95549857,1000212890,11/30/2017,16,170.37
94310051,1000071541,11/30/2017,16,28
95121523,1000175942,11/30/2017,16,49
53621130,1000016244,11/30/2017,16,8
56258574,1005867822,3/31/2019,0,80.8
93736861,1000445615,1/31/2018,14,10
32737671,1000539612,1/31/2018,14,14
97582918,1000638306,1/31/2018,14,58.48
96635228,1000578818,1/31/2018,14,48
58987587,1004763782,1/31/2019,2,15
96955971,1004996424,1/31/2019,2,240
97569483,1001123554,4/30/2018,11,56
97236330,1001129688,4/30/2018,11,22
94130486,1001252395,4/30/2018,11,9
96504985,1001246357,4/30/2018,11,13.2
94489180,1001768828,6/30/2018,9,9
82146603,1001562467,6/30/2018,9,8
65089467,1005447476,2/28/2019,1,56
53346750,1005320699,2/28/2019,1,16.5
91998918,173875099,6/30/2017,21,58
92113953,173873256,6/30/2017,21,51.5
93240922,173862929,6/30/2017,21,64.88
91677555,173887158,6/30/2017,21,23
93125033,173855812,6/30/2017,21,53
91137287,173889752,6/30/2017,21,19
59630360,1002398410,9/30/2018,6,29
97732023,1001842127,7/31/2018,8,24.58
99586782,1001801327,7/31/2018,8,14
50612920,1001987562,7/31/2018,8,30.58
99085215,1001950771,7/31/2018,8,27.58
94810000,193347925,7/31/2018,8,30.25
80469772,1003343182,11/30/2018,4,20.25
97821410,1003326594,11/30/2018,4,9
83134025,172714953,5/31/2017,22,54.8
93377710,172520098,5/31/2017,22,45.13
99515180,1006302381,3/31/2019,0,237.535
98157255,1006005198,3/31/2019,0,11
97682690,1001817526,7/31/2018,8,46.04
93100061,1000652260,1/31/2018,14,14
25082115,1000560521,1/31/2018,14,1.78E-15
95186943,1000560386,1/31/2018,14,1.42E-14
89944653,1000621373,1/31/2018,14,22.2
86361200,1000537492,1/31/2018,14,50.9
59485954,176582317,8/31/2017,19,53.81
91133774,176327717,8/31/2017,19,41
98903536,1004402893,12/31/2018,3,32
83061563,1004043022,12/31/2018,3,84.17
74014109,1004069747,12/31/2018,3,38.5
93451945,1004195271,12/31/2018,3,66.665
64202215,175561092,7/31/2017,20,22.5
92569286,175048424,7/31/2017,20,63
93751199,174983931,7/31/2017,20,58
94054824,174979716,7/31/2017,20,38
94018145,174979745,7/31/2017,20,58
98415049,1005550225,2/28/2019,1,17
32221836,1004645198,1/31/2019,2,17
97099703,1002706795,10/31/2018,5,11
79929590,1002516771,10/31/2018,5,18
98797050,1002608634,10/31/2018,5,18
60453709,1004774059,1/31/2019,2,5.68E-14
97496005,1005048919,1/31/2019,2,9.4
61450029,1005349046,2/28/2019,1,26
32226007,1002553455,10/31/2018,5,15
96654946,1005531846,2/28/2019,1,12
100101598,1002400453,9/30/2018,6,28
93644449,1002275175,9/30/2018,6,8
95592740,1001125325,4/30/2018,11,10
69008206,1001246420,4/30/2018,11,7.11E-15
97132895,1001777172,6/30/2018,9,20
95478840,1001639861,6/30/2018,9,18
20334035,1001738414,6/30/2018,9,62
89441280,177637878,9/30/2017,18,29
95450063,177517845,9/30/2017,18,78.46
94006570,177542186,9/30/2017,18,47
98549200,1005016820,1/31/2019,2,16
73030030,1004826953,1/31/2019,2,15
63274590,1004077179,12/31/2018,3,12
97910569,1006003562,3/31/2019,0,14
43810433,1006140002,3/31/2019,0,37.54
93092684,1003652105,11/30/2018,4,90.85
97007754,1005674873,2/28/2019,1,0.8
83758665,174033095,6/30/2017,21,58
62696944,174899816,6/30/2017,21,25.6
48864870,174534583,6/30/2017,21,72.82
92228719,172546893,5/31/2017,22,20
42596464,172975929,5/31/2017,22,58
92180530,172559482,5/31/2017,22,58
94149744,1000053119,11/30/2017,16,49
94725986,1000171896,11/30/2017,16,37
61746113,1000192008,11/30/2017,16,289.063388
93557322,1000110331,11/30/2017,16,10
95823517,1000192431,11/30/2017,16,144.495
98088233,1006004756,3/31/2019,0,11.5
5236241,1006078810,3/31/2019,0,161.565
52880400,1003497260,11/30/2018,4,18
96830931,1003183492,11/30/2018,4,9
97972708,1003502751,11/30/2018,4,13
98782897,1002588175,10/31/2018,5,18
66031783,1002657736,10/31/2018,5,14
44972465,1002676230,10/31/2018,5,18
61296028,1002307512,9/30/2018,6,17
99544787,1002347197,9/30/2018,6,34
98467323,1002398298,9/30/2018,6,35
96405831,1002262986,9/30/2018,6,8
93018319,1000769477,2/28/2018,13,27
92857723,1000806123,2/28/2018,13,24
93455082,1000853284,2/28/2018,13,14
98012927,1000814690,2/28/2018,13,43
95952433,178825261,10/31/2017,17,111.195
88448460,178969759,10/31/2017,17,16
92006528,178893598,10/31/2017,17,15
60119743,179168956,10/31/2017,17,58
93751199,176279692,8/31/2017,19,58
92637050,176316359,8/31/2017,19,12.5
51558750,1002621021,10/31/2018,5,11
98908704,1004120027,12/31/2018,3,18
96812102,1001674766,6/30/2018,9,11
93768989,1001748137,6/30/2018,9,8
92220400,1004992128,1/31/2019,2,20
97223852,1005045592,1/31/2019,2,11
95425883,1002187642,8/31/2018,7,10
93481858,1002538770,10/31/2018,5,12
94558530,1002499975,10/31/2018,5,9
100029590,1002580092,10/31/2018,5,14
12801860,1004001769,12/31/2018,3,53.695
94200221,1005660249,2/28/2019,1,18
98946948,1005052744,1/31/2019,2,18
57426570,1000261772,12/31/2017,15,28.475
58651718,1000226774,12/31/2017,15,8
98690693,1001797145,7/31/2018,8,18
96879932,1001858433,7/31/2018,8,11
52540819,1002013302,7/31/2018,8,26.47
93377721,1001968926,7/31/2018,8,10
93663110,1003404028,11/30/2018,4,73
98621622,1003232453,11/30/2018,4,21
71258371,1003648754,11/30/2018,4,16.5
22988452,1003225236,11/30/2018,4,14.8
99277402,1003236716,11/30/2018,4,21
56011866,1003607789,11/30/2018,4,9
76605449,1001240527,4/30/2018,11,35.5
97341848,1001213621,4/30/2018,11,17
34821430,189511914,4/30/2018,11,20.25
94270661,1001495756,5/31/2018,10,9
95845677,1001544908,5/31/2018,10,35
30426248,1001411552,5/31/2018,10,328.38
45874918,1001377243,5/31/2018,10,57
46023112,1006142000,3/31/2019,0,2.095
98600333,1006292638,3/31/2019,0,14
74286780,1002473004,9/30/2018,6,10
97378811,1002289544,9/30/2018,6,11
33795137,1002402181,9/30/2018,6,12.5
71544768,1002417167,9/30/2018,6,-5.33E-15
97052681,1005675271,2/28/2019,1,10
99472697,1004111940,12/31/2018,3,18
92535392,171122219,4/30/2017,23,49
92995846,171109015,4/30/2017,23,56.12
91981578,171143154,4/30/2017,23,20
93758029,1000808408,2/28/2018,13,16
3893091,1000817789,2/28/2018,13,22.92
93042449,1001337972,5/31/2018,10,14
99550210,1001463217,5/31/2018,10,67.2
96802066,1001411720,5/31/2018,10,19
69864597,1001547297,5/31/2018,10,12
30764002,1001364903,5/31/2018,10,18
92976104,1001386965,5/31/2018,10,58.1
98699600,1006009788,3/31/2019,0,15
96859088,1002522522,10/31/2018,5,9
93898150,1002643216,10/31/2018,5,9
98753095,1002547275,10/31/2018,5,15
93382716,1002653434,10/31/2018,5,4
97302338,1002639279,10/31/2018,5,10
94194403,173838966,6/30/2017,21,26.2
93731589,173846565,6/30/2017,21,49
99504340,1003101540,11/30/2018,4,15
98869978,1003320616,11/30/2018,4,21
93750640,178856308,10/31/2017,17,41.18
90632527,178936255,10/31/2017,17,60.75
23339895,179447835,10/31/2017,17,8
99938212,1005697454,2/28/2019,1,74.265
98871079,1005558158,2/28/2019,1,18
72153490,193560297,7/31/2018,8,20.25
99671300,1001963120,7/31/2018,8,14
82129137,1001838561,7/31/2018,8,22.505
60785858,1005874503,3/31/2019,0,52.465
59869343,1004425746,12/31/2018,3,18
96786036,1000775773,2/28/2018,13,60
4667785,1002057815,8/31/2018,7,67.36
65904369,1002233408,8/31/2018,7,63.755
94750713,1002156986,8/31/2018,7,11
99932799,1002145109,8/31/2018,7,17.2
60466601,1001754583,6/30/2018,9,12
97236330,1001584666,6/30/2018,9,11
24489979,1001590977,6/30/2018,9,35.5
69850264,1000345492,12/31/2017,15,13
94002204,1000539705,1/31/2018,14,7.5
92532639,1000601120,1/31/2018,14,20
81341192,1000636362,1/31/2018,14,10
92984400,1000155404,11/30/2017,16,13.5
69965596,1000124933,11/30/2017,16,12
94182504,1005658575,2/28/2019,1,10.4
79206554,195298664,8/31/2018,7,20.25
99018019,1002222864,8/31/2018,7,14
97227754,1001004661,3/31/2018,12,28.355
76703071,1001070455,3/31/2018,12,28.21
92899626,1000975651,3/31/2018,12,50
68406150,1002386228,9/30/2018,6,11
97824719,1002261004,9/30/2018,6,25.5
96407074,197416834,9/30/2018,6,20.25
97253200,1005999452,3/31/2019,0,11
98792635,1004038104,12/31/2018,3,11
21208001,1003975770,12/31/2018,3,60.795
59630360,1004329429,12/31/2018,3,29
1429530,1004231285,12/31/2018,3,78.735
55604973,1001834301,7/31/2018,8,-1.78E-15
96166435,193328756,7/31/2018,8,20
99443650,1001905755,7/31/2018,8,27.58
94104803,177541428,9/30/2017,18,43.7
8700254,178774245,9/30/2017,18,14.9
91955660,177590200,9/30/2017,18,23
92935138,177568528,9/30/2017,18,8.5
50412425,177938279,9/30/2017,18,21
96162442,1004281517,12/31/2018,3,10
95718527,1004132039,12/31/2018,3,7
99448014,1005565395,2/28/2019,1,18
98323866,1006294228,3/31/2019,0,14.4
1102217,1005756008,3/31/2019,0,84.2
58184223,1006158145,3/31/2019,0,19.6
94430858,1002316185,9/30/2018,6,12
96231439,1002367421,9/30/2018,6,12
99216073,1002528858,10/31/2018,5,21
96740814,1004988872,1/31/2019,2,0.8
49726390,1003632430,11/30/2018,4,11
80836458,1003317070,11/30/2018,4,10
68513057,1003202373,11/30/2018,4,18
98713942,1001314099,4/30/2018,11,72.7
34237537,1001222070,4/30/2018,11,45.9
94096788,1001256378,4/30/2018,11,8
99550805,1005566205,2/28/2019,1,352
1155180,1005144993,2/28/2019,1,140.15
100206451,1002077534,8/31/2018,7,27.74
93965291,1002161140,8/31/2018,7,10
95985311,1001035347,3/31/2018,12,16
68864012,1001015142,3/31/2018,12,51
54774238,1000942852,3/31/2018,12,8
97067570,1000887910,3/31/2018,12,39.355
9283894,1000887965,3/31/2018,12,56.815
96643407,1004414685,12/31/2018,3,12
72833543,1004214935,12/31/2018,3,23
93759952,1000240984,12/31/2017,15,10
84747870,1000292543,12/31/2017,15,51.08
64026899,1000417121,12/31/2017,15,12
96636622,1000284167,12/31/2017,15,50
46552649,182281599,12/31/2017,15,25.25
30853965,1005226336,2/28/2019,1,18
91202504,1005642080,2/28/2019,1,69.155
46847730,1001899427,7/31/2018,8,54
47313390,1001983206,7/31/2018,8,7.11E-15
85565088,193455525,7/31/2018,8,25
45567750,1001942113,7/31/2018,8,39
97026750,1001582639,6/30/2018,9,19
63395575,1001549163,5/31/2018,10,57
96993236,1001518310,5/31/2018,10,14
75293857,1001339448,5/31/2018,10,32
98792301,1001469319,5/31/2018,10,18
59869343,1001522660,5/31/2018,10,57
96250860,1001548837,5/31/2018,10,26.2
99493834,1001407949,5/31/2018,10,87
97026750,1000468285,1/31/2018,14,19
45679393,1000498917,1/31/2018,14,10
71885936,174136727,6/30/2017,21,20.25
72286672,174141886,6/30/2017,21,-1.78E-15
46443356,174239947,6/30/2017,21,37.62
94326630,173836934,6/30/2017,21,12.8
99436784,1006015843,3/31/2019,0,18
99645063,1003347325,11/30/2018,4,14
98630465,1003273416,11/30/2018,4,17
61646465,1003607866,11/30/2018,4,11
93956629,173842985,6/30/2017,21,48.4
92952847,173860849,6/30/2017,21,29
93963671,173843294,6/30/2017,21,44.4
91326175,173888601,6/30/2017,21,19
73145464,174158854,6/30/2017,21,51
100020331,1005698614,2/28/2019,1,15
96337564,1001076308,3/31/2018,12,51
97873755,1001082532,3/31/2018,12,31.865
61894369,1001073974,3/31/2018,12,6
96059722,1000926737,3/31/2018,12,47
98920900,1000951555,3/31/2018,12,79.1
52338654,1001012705,3/31/2018,12,9
71585710,1004470244,12/31/2018,3,158
97157776,1004179249,12/31/2018,3,11
67711637,1004024574,12/31/2018,3,90.12
99400960,1002061073,8/31/2018,7,17
52166703,1002128480,8/31/2018,7,12
67767321,1002153018,8/31/2018,7,11
99107971,1002183947,8/31/2018,7,14
63594602,1002096405,8/31/2018,7,15
92848801,195074764,8/31/2018,7,30.25
99116923,1001977421,7/31/2018,8,15
52232116,1001848439,7/31/2018,8,82
70519432,1001807589,7/31/2018,8,18
76306756,1002576164,10/31/2018,5,11
94917929,1002567540,10/31/2018,5,10
68187312,1002625108,10/31/2018,5,21
92617580,1002499889,10/31/2018,5,12
92998021,173860173,6/30/2017,21,23.42
94733739,1000634067,1/31/2018,14,22
71348141,1000648651,1/31/2018,14,-3.55E-15
98449000,1000546204,1/31/2018,14,23.515
99156118,1005054469,1/31/2019,2,11
3296696,1004593629,1/31/2019,2,47.89
97569483,1005031904,1/31/2019,2,11
27176101,1001287434,4/30/2018,11,54
98697699,1001254717,4/30/2018,11,66.7
15476339,1001276932,4/30/2018,11,16
54436114,1001193306,4/30/2018,11,87
16196326,1001327623,4/30/2018,11,60
94849810,1001221705,4/30/2018,11,10
96750935,1005672990,2/28/2019,1,11
85661715,1005942665,3/31/2019,0,1.615
99124737,1002069180,8/31/2018,7,7.11E-15
2154808,1002188895,8/31/2018,7,28.235
52709528,1002089920,8/31/2018,7,15
72348471,1002108024,8/31/2018,7,9
93733756,1000818589,2/28/2018,13,8
97467455,1000843316,2/28/2018,13,60
95723158,1000822810,2/28/2018,13,8
94588855,1000869833,2/28/2018,13,16
97362384,1000751189,2/28/2018,13,57.1
88840475,1000703651,2/28/2018,13,10
5054084,1002247766,9/30/2018,6,39.06
98702099,1002420842,9/30/2018,6,17
4389657,1002290492,9/30/2018,6,84.52
98764391,1004138553,12/31/2018,3,15
97367989,1004455242,12/31/2018,3,11
89222015,1004094488,12/31/2018,3,9.5
93993742,1001331904,5/31/2018,10,8
64838791,1001385288,5/31/2018,10,51
84917039,1001430817,5/31/2018,10,10.5
75468323,1001532574,5/31/2018,10,37
98876430,1001549134,5/31/2018,10,21
73029671,1001429274,5/31/2018,10,50
49937297,1004751697,1/31/2019,2,29
68521650,1004811282,1/31/2019,2,46.145
95299968,1004993333,1/31/2019,2,43
99589930,1005566670,2/28/2019,1,15
68525679,1000130975,11/30/2017,16,49
41203100,1000058789,11/30/2017,16,22.5
96774204,1000020404,11/30/2017,16,60
89176030,178938483,10/31/2017,17,15
96643328,178790020,10/31/2017,17,26.095
95719143,178832613,10/31/2017,17,47
59663066,179157993,10/31/2017,17,70.235
95425883,178819859,10/31/2017,17,49
93496746,178902401,10/31/2017,17,51
93256292,178858230,10/31/2017,17,61.5
96736586,1004142816,12/31/2018,3,9
41463596,1004026363,12/31/2018,3,50
47016553,1004430575,12/31/2018,3,98.095
69563664,168566891,2/28/2017,25,58
84241561,176450496,8/31/2017,19,40
73151816,176519644,8/31/2017,19,17
24202850,176820837,8/31/2017,19,21
93342639,176314400,8/31/2017,19,58
94149811,174978358,7/31/2017,20,38
81574939,175188326,7/31/2017,20,44.33
93758674,174983806,7/31/2017,20,49
83070497,177755263,9/30/2017,18,47.4
93189825,177558903,9/30/2017,18,66
92781664,177569001,9/30/2017,18,10
64853457,178118182,9/30/2017,18,19
93758029,177545964,9/30/2017,18,35
90006768,177626951,9/30/2017,18,16
93404700,1000566413,1/31/2018,14,12
95668834,1000468216,1/31/2018,14,12
65367054,1006172575,3/31/2019,0,10
68814239,170248453,3/31/2017,24,40.75
93848651,172512096,5/31/2017,22,15.03
93273836,172521121,5/31/2017,22,77.01
99265758,1002637219,10/31/2018,5,35.64
97170835,1000874104,2/28/2018,13,111.06
92202100,172546345,5/31/2017,22,177.085
91093533,172584784,5/31/2017,22,58
44819778,1002312180,9/30/2018,6,23
57491835,1002390335,9/30/2018,6,11
97117821,1002265099,9/30/2018,6,14
99080187,1004120063,12/31/2018,3,18
71266203,1004267416,12/31/2018,3,59.5
100072537,1004032132,12/31/2018,3,18
76850950,1004867578,1/31/2019,2,18
96656098,1001283108,4/30/2018,11,17.2
79913076,1001170966,4/30/2018,11,-1.42E-14
72459190,1001301987,4/30/2018,11,9
93709080,1001221658,4/30/2018,11,18
76211617,192525516,6/30/2018,9,20.25
94879503,1002651317,10/31/2018,5,8
69606110,1002694604,10/31/2018,5,16.5
98307599,1002489825,10/31/2018,5,18
43616940,1006140049,3/31/2019,0,78.835
99972840,1002118474,8/31/2018,7,24.29
95819575,1002208309,8/31/2018,7,29
58157955,1001420118,5/31/2018,10,11
99513298,1001383383,5/31/2018,10,47
55948066,1001508660,5/31/2018,10,-1.78E-15
1531359,1001499203,5/31/2018,10,53.135
93940877,1001509966,5/31/2018,10,10
99223284,1004268004,12/31/2018,3,15
94726620,1001055734,3/31/2018,12,16
97844640,1000994486,3/31/2018,12,125.67
36316908,187660691,3/31/2018,12,20.25
96278705,1000984149,3/31/2018,12,11
84033654,1000984378,3/31/2018,12,125.16
94826249,1001010717,3/31/2018,12,57
66146392,1001015161,3/31/2018,12,9
97722686,1000847509,2/28/2018,13,40
94534445,1000675321,2/28/2018,13,10
58541238,1000717113,2/28/2018,13,16.97
